like1,parmu,parlnS,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,chain
1887.741466546264,-9.29830470986867,-6.305467112261815,-4109.222397361923,-191.55936535103385,-21.856924816738225,-3.3303885529431003,-6457.134255295007,-1909.7892669693415,-1195.4936539082576,-865.1159289062598,-7421.152652293815,-2836.073218373471,-2067.928556329024,-1687.1291423768685,-8037.61955842249,-3442.978138890329,-2660.7094050303067,-2266.127978266493,-8491.7561591866,-3893.332023281154,-3105.4215038423,-2705.270550340026,-8851.4723656186,-4251.177272763408,-3460.4648519174098,-3057.5342456765106,-9149.351186036905,-4547.996344223882,-3755.6935029719107,-3351.1810809880185,-9403.566441523562,-4801.553890353069,-4008.262765133606,-3602.7659385172683,-9625.297251064223,-5022.84870029131,-4228.901917892723,-3822.7513871912233,-9821.912689062658,-5219.16034790503,-4424.756480782197,-4018.149934141771,0.0
6587.655993413419,-5.006445739610646,-5.8919181415985,-102.25440059315669,-39.51749626046107,-28.987017430677945,-23.75592927557058,-134.42668300331405,-71.46336811041107,-60.5962019914853,-55.03389871790463,-147.61654238883355,-84.64231585908031,-73.75871880935792,-68.18000714789872,-156.05013310338546,-93.07317896649538,-82.18547168284327,-76.60265187460683,-162.26273772415405,-99.2847086564109,-88.39538123347765,-82.8109417181108,-167.18359175347734,-104.2050318745687,-93.31490434356148,-87.72966485208107,-171.25848818181308,-108.27962789146198,-97.38904752115202,-91.80335524118806,-174.73606296400962,-111.75701632125548,-100.86615503668357,-95.28018186531234,-177.7692527260466,-114.79008258760632,-103.89903513818824,-98.31287581345934,-180.45886855500427,-117.47961238689952,-106.58843524974309,-101.00214624355596,0.0
6402.457962969435,-5.752973775382895,-9.359451322017676,-283.9544094130054,-151.12256933126244,-128.1957798618757,-116.46046271233276,-351.82932543176787,-218.96588945514105,-195.99151097359928,-184.20865644100587,-379.655586766127,-246.79063523343598,-223.8139721657132,-212.02883325337947,-397.44764480999635,-264.58231453280183,-241.60508050933845,-229.81937066034888,-410.55415515607507,-277.68867562959065,-254.71121661048306,-242.92528176979928,-420.93550218429476,-288.06994895942825,-265.09237883823494,-253.30633289667136,-429.53216180733205,-296.66656687371193,-273.68893387538697,-261.9028250571561,-436.8686731557572,-304.0030523494497,-281.02538034724694,-269.2392325253472,-443.2676814187239,-310.40204346669896,-287.42434561676833,-275.63817194724555,-448.9418642291215,-316.0762143330827,-293.0984984771487,-281.3123068016801,0.0
6477.149075254324,-5.874286225987339,-5.142167571189015,-197.76127714981394,-50.6130268723552,-28.709976707833782,-19.15153581605933,-274.3769829805622,-124.56977721417671,-98.92135864661128,-85.90640335626514,-305.79155888308554,-155.8535878844686,-130.009166688973,-116.79955952925022,-325.87823155332217,-175.90753458999325,-150.01388270083282,-136.75517072013577,-340.6751242270635,-190.69152598055013,-164.77844665963926,-151.50033335426076,-352.39540094329016,-202.4054310412523,-176.48275284921047,-163.19504865034762,-362.1008192638901,-212.10724307975028,-186.17913083884784,-172.88599566450347,-370.3835651930192,-220.38775185236153,-194.45626816387232,-181.15976292441474,-377.60789487515495,-227.61059893205626,-201.67688074269887,-188.37814169739664,-384.01391508335746,-234.01558630997417,-208.08031140611223,-194.78001602627313,0.0
6351.793173225389,-6.1449371702530495,-7.076931992900171,-320.9701787503881,-125.0678418800102,-92.1407227474222,-75.76009325563739,-421.4139754375845,-224.83673528561786,-190.90536914572394,-173.53608344994063,-462.5934493287295,-265.98369033273576,-232.00335421565973,-214.58516267706125,-488.92358511648183,-292.3056974168022,-258.31311191278604,-240.88267692474184,-508.3196790432393,-311.69858789018,-277.701174082107,-260.2659120193571,-523.6828562222328,-327.0601831756213,-293.0603849156419,-275.622738776374,-536.4049071006284,-339.78133878546726,-305.780190994649,-288.34119546910716,-547.2620868810471,-350.63796320965236,-316.63597825245574,-299.1961456255502,-556.7318721539104,-360.10738044820283,-326.1048406925901,-308.6644532999494,-565.1290006932179,-368.50425260720226,-334.50132636347115,-317.06055250057665,0.0
6687.244981128303,-2.4786338397078094,-5.658469838211676,-10.34049543706008,-5.3145757036685,-4.448008830082956,-4.004945211971226,-12.909003885419196,-7.881252652046064,-7.011928539774949,-6.566112263534506,-13.962000634438427,-8.934161534163147,-8.06470497447699,-7.618756269157553,-14.635284792721489,-9.607423733876152,-8.73793407222797,-8.291952266641719,-15.131259232453276,-10.103389520517995,-9.233886814302398,-8.787891964499602,-15.524108488209817,-10.496234503426784,-9.626725355821263,-9.180724064735658,-15.84942189368761,-10.82154549073394,-9.952032697679353,-9.506027761185933,-16.12704897259903,-11.09917106961022,-10.229656015211553,-9.78364881739261,-16.369199211538263,-11.341320314482466,-10.471803761498107,-10.025795065102791,-16.583920722898863,-11.556041133358091,-10.686523536430773,-10.240513796097591,0.0
6688.001548924297,-2.8433160566067457,-1.6292518507944624,-8.887532294471788,-1.866685194396961,-0.9136815732849083,-0.5373907630015012,-12.585269045173847,-5.360074649386307,-4.130728078032178,-3.5110660616667824,-14.101592817085884,-6.866192735823283,-5.6216033121119455,-4.986868071747993,-15.071147212298776,-7.833190697206913,-6.584760615737373,-5.946200603783064,-15.785373327103184,-8.546408756483638,-7.296461742653715,-6.656388097635692,-16.35109590442433,-9.111633424703012,-7.860936634083052,-7.220114221007392,-16.81956412752192,-9.579819821573194,-8.328698490846481,-7.68745192638606,-17.219361886383872,-9.979442743938103,-8.728057986134568,-8.086548169481569,-17.568071290741237,-10.328036278734885,-9.07647691636338,-8.43479258307267,-17.87728195737161,-10.63716622564531,-9.385485215249918,-8.743679282009927,0.0
3190.07201192178,-10.02951629682375,-3.633646393034759,-2645.4658872144187,-5.636766544884016e-12,-6.897340515801243e-32,-1.3005176753271637e-51,-7289.175553519599,-88.2028744042398,-2.069152264601786,-0.06780502481749474,-9280.35417316916,-729.2104894727242,-145.0988173953858,-37.52385032293183,-10558.20277435759,-1531.5588068046213,-549.6187011099751,-245.3871650464972,-11500.563636515675,-2264.9611286885615,-1053.5530208322884,-592.7532892474803,-12247.339866355764,-2903.514723478762,-1558.1926151229118,-991.8772489420095,-12865.889834139482,-3459.2635800549833,-2031.208475159169,-1394.5786342369959,-13393.84676897607,-3947.6837542562776,-2465.5854940550576,-1780.9301543078595,-13854.38150412009,-4381.768865502907,-2862.6541234409515,-2144.1545134344724,-14262.776792061391,-4771.620412421008,-3226.135785163989,-2483.0570580456038,0.0
6650.918397572525,-3.778257827149888,-9.290106230278898,-46.04508550670793,-27.603928664195646,-24.41564912219522,-22.780761182883488,-55.46619238466717,-37.02438291544125,-33.83511964625462,-32.19924813866326,-59.328498760986264,-40.8866579961872,-37.69734754827208,-36.06142886258648,-61.79804968815155,-43.35620110257032,-40.16687886458007,-38.53094838887798,-63.61724302298503,-45.17539135553492,-41.98606447152127,-40.3501293498079,-65.05818164625097,-46.61632845699585,-43.42699927880686,-41.79106186292187,-66.25140433008478,-47.80955027958243,-44.620219803031986,-42.98428108878696,-67.26971750001225,-48.827862915263104,-45.63853163331602,-44.002592113675,-68.15790454908425,-49.71604961029223,-46.52671779461241,-44.890777741238985,-68.94548529078212,-50.50363010535754,-47.31429791787,-45.67835749268902,0.0
6681.677046010465,-2.985408978576176,-5.081628310016214,-15.457608359527635,-7.1212960825641085,-5.692395375728722,-4.966421601620445,-19.721121446443092,-11.375834213662875,-9.933458579573134,-9.194075837136543,-21.469020393074295,-13.12330215330267,-11.680276980994776,-10.940244966045404,-22.586624279272694,-14.24079832160264,-12.797610780942424,-12.057416422213592,-23.40990674788867,-15.06403834175736,-13.620786812672447,-12.880528470605281,-24.06200875162852,-15.716119384541877,-14.272836257318417,-13.53254631866567,-24.602006034617325,-16.256104804869953,-14.81280379473573,-14.072495973770243,-25.06284739179072,-16.716938803404577,-15.273626700068753,-14.5333077861706,-25.464799703551215,-17.11888623861973,-15.675566783820436,-14.935240518594,-25.82122226584386,-17.475305403820034,-16.031980827837472,-15.291649441501654,0.0
