like1,parmu,parlnS,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,chain
6596.943789471864,-4.471213777308337,-11.05466745212501,-99.53100532868373,-62.65482452432059,-56.278098822415934,-53.00756255302628,-118.3696205372637,-81.4929928075486,-75.11559337983302,-71.844383421906,-126.09275645711261,-89.21610729657279,-82.83867556120491,-79.56743329577435,-131.0309139469895,-94.15425943088393,-87.77681962181029,-84.5055692826877,-134.66860493339732,-97.79194830687078,-91.41450531626032,-88.14325179560376,-137.54993114013158,-100.67327347149433,-94.29582890986345,-91.02457381818733,-139.9359201962161,-103.0592619378089,-96.6818164870779,-93.410560506302,-141.9721571119646,-105.09549848771276,-98.71805248545732,-95.44679595315714,-143.74819154819394,-106.87153268149859,-100.49408631375043,-97.22282941595759,-145.32305184325563,-108.44639280766975,-102.06894618531291,-98.79768903291138,0.0
65367.664391135666,-12.847279492540217,-4.688724796340594,-8237.98884824165,-2.4165403264140042e-74,-1.6145689563560727e-188,-1.681263456044636e-302,-70182.96322323535,-0.020722406518869,-2.1975260707506533e-10,-3.525882117408397e-18,-102557.59458033889,-138.05060211748182,-0.19245340688200563,-0.0003888752341561348,-123705.5274586989,-1720.4450583026987,-47.85864820123544,-1.8531890384231098,-139384.1324943485,-5430.930339262826,-507.45930820674846,-63.813523151067066,-151837.24960752352,-10456.122257630355,-1815.02328267207,-412.5940617535515,-162164.51043742726,-15998.44893818758,-3999.2813209921787,-1280.6592195848273,-170985.49622145618,-21605.906729066402,-6839.507910902102,-2723.987602701811,-178683.49930887125,-27060.804848957745,-10088.877193760942,-4662.382374404447,-185512.07373740565,-32269.968501514126,-13554.609408898164,-6969.8160165211275,0.0
5713.4105273307405,-7.05456981780349,-9.465405727057151,-933.386207298404,-445.4948185892039,-361.66569668532475,-318.9651190942731,-1182.835881438512,-694.5609594088237,-610.1553688510297,-566.8803852250626,-1285.1017154162103,-796.8083823500632,-712.3750433554259,-669.0723195802129,-1350.4903183491992,-862.1923840771273,-777.7521092285593,-734.4424503657675,-1398.6588043696345,-910.3590569091775,-825.9160487427108,-782.6036567206426,-1436.8118886646791,-948.5112458583047,-864.0668879644026,-820.753146263329,-1468.4059666684748,-980.1048171499976,-895.659695384013,-852.3451898295064,-1495.3688017161287,-1007.0673378745571,-922.6217422616371,-879.3067628685818,-1518.8861654551547,-1030.5844933128285,-946.138583682176,-902.8232902756039,-1539.7396815748787,-1051.4378643264176,-966.9917359447153,-923.6762237893972,0.0
30552.648727578377,-12.234272747611474,-3.711631243702925,-2371.4224074278604,-4.4184066049674955e-108,-3.1491036160072835e-272,0.0,-32463.75115999543,-4.759169164877521e-05,-2.3000021090018525e-16,-1.69642361826447e-27,-49733.68860982371,-10.106901535439244,-0.0010915698590185784,-1.7380761734861973e-07,-61120.93831476152,-305.4712578647049,-2.3611655244625496,-0.025965132176587413,-69586.92926707708,-1385.1864896559405,-59.379363170463236,-3.507933370256291,-76319.44121888086,-3215.6880146651924,-327.9916415450412,-44.875118496102985,-81906.21823443928,-5499.602902199416,-929.6892042950558,-206.1002373456847,-86679.93600643483,-7987.860044959135,-1866.7982475338954,-561.4093250343727,-90846.92327431154,-10526.60714085765,-3072.619975464764,-1135.851624796738,-94543.88528756109,-13030.946010420517,-4466.4839236431635,-1912.7821586500563,0.0
226602.50888787827,-13.770801566074292,-6.970326687901808,-85908.8177618602,-5.174423846178887e-17,-1.1556329316492746e-46,-3.994565194804638e-76,-276841.92825242056,-995.0047408392517,-5.0323894114560135,-0.036408264675244995,-360521.98360027024,-17020.25343382043,-1969.2532816665541,-304.09439971754324,-414322.6289257717,-43894.99402825286,-11761.000062675517,-4016.8091054092897,-454020.1294645975,-71173.74284592165,-27348.967281354948,-12987.186941058806,-485485.97796379984,-96062.0094424061,-44851.515824980175,-25317.47866058377,-511552.17969968496,-118265.014837781,-62293.42158567811,-39027.03241510746,-533802.3482478111,-138065.53588344887,-78904.17244054243,-52964.93281972532,-553211.9915444755,-155828.7903808212,-94446.8128459698,-66565.8765946742,-570424.7188648513,-171883.59533178364,-108902.11069820765,-79581.6340728422,0.0
51579.47797620424,-15.69720321321255,-1.3720902217879036,-2.306087147045598e-178,0.0,0.0,0.0,-1.5622371992514967e-08,0.0,0.0,0.0,-5.457225325413897,0.0,0.0,0.0,-1076.291512436564,0.0,0.0,0.0,-10399.589083732499,-8.980633958714201e-230,0.0,0.0,-35488.79720826867,-6.159657605765392e-151,0.0,0.0,-76086.0481674643,-2.836895869946698e-106,-5.746937558267961e-270,0.0,-127859.33452738103,-1.5584528868403661e-78,-8.311781308270382e-201,0.0,-186348.3207204582,-4.000431027787123e-60,-6.003219209368951e-155,-1.4033172757051135e-249,-248196.58105624205,-2.8003753344129947e-47,-5.563051967881233e-123,-1.720182664557812e-198,0.0
6690.458821588345,-2.4831297290268335,-1.9402169487694483,-6.838838058080652,-1.8681849707585607,-1.1089941001726944,-0.7683260554580448,-9.418546775604648,-4.373449508107552,-3.5081825483488935,-3.06829672353283,-10.476270429976976,-5.427527855445324,-4.556791564774193,-4.1114676274377935,-11.15258393845054,-6.1029293005062195,-5.230820460662974,-4.784126879250788,-11.650791480785646,-6.6007773129451275,-5.7281269696681605,-5.280892487141649,-12.045410048716882,-6.995218322355619,-6.122300456059166,-5.6747986345383605,-12.372188827105864,-7.321896606251655,-6.448827299701165,-6.001174108816278,-12.651066590950764,-7.60071202891427,-6.727548767208859,-6.279801653055466,-12.894307758918693,-7.843911882535321,-6.970686351229674,-6.522876983506133,-13.109996666628218,-8.059572009404866,-7.186303097187819,-6.7384503573163155,0.0
103085.49122066823,-12.103194705732212,-11.19188286708804,-97733.1596282762,-23374.77400162277,-12625.883443197587,-8081.514186790756,-136591.39836179136,-60628.33850399438,-47648.37322045669,-41075.79109918142,-152524.85472238954,-76482.49032317143,-63383.79032988187,-56693.45149879443,-162712.83006195858,-86650.61282616356,-73522.0600634273,-66801.9597437505,-170217.8306600527,-94147.78638143782,-81007.44983174845,-74275.58466550219,-176162.3701116427,-100088.46010102783,-86942.30063323381,-80204.61833758044,-181084.97162462646,-105008.87361694084,-91859.41751708138,-85118.44081964981,-185285.99216564465,-109208.53682044662,-96057.03531789541,-89314.01422105629,-188950.18271206762,-112871.82782989206,-99718.97066108279,-92974.5944023924,-192199.32564137774,-116120.34410899736,-102966.54247079033,-96221.22201846621,0.0
182426.04606353553,-13.286723248853109,-7.985096600727836,-115588.26712101253,-0.18801706909867433,-2.3016002506508454e-08,-4.244606314195496e-15,-240355.24020298495,-18571.282251305798,-3632.1967912974515,-924.1932949090648,-292288.103810132,-53574.53408562824,-23505.572808372064,-12562.361001565858,-325534.8131074568,-81995.44042220882,-45985.52065774095,-30383.907844754252,-350034.99050013674,-104519.61739673161,-65833.8802971364,-47880.673073398095,-369444.07407010515,-122936.84890648791,-82852.08577928624,-63607.52469819308,-385517.8274676,-138444.4716233135,-97544.05638596178,-77527.14114920309,-399236.0719121885,-151809.77397854737,-110394.49084636383,-89882.67764896143,-411201.6938850719,-163540.75573893872,-121780.45718580426,-100933.82906555591,-421812.1779267459,-173987.4320364852,-131984.97443574932,-110901.824006804,0.0
3670.600470249236,-10.286548543355917,-3.8299868132392465,-3299.415959027726,-1.0536854522927537e-12,-7.733168260221552e-34,-8.75221700508701e-55,-9285.309507646023,-96.03126229671228,-1.855914169376501,-0.05028955886100794,-11859.103594723896,-871.1490867226888,-161.73084106123284,-39.17764533669126,-13511.228641196696,-1879.0346289073018,-649.3006510957277,-280.1214654177617,-14729.686732220256,-2812.5983278843837,-1276.0390814567306,-702.3874599420732,-15695.285647467994,-3630.223593667065,-1912.7892896930384,-1198.7172791417165,-16495.09752176443,-4344.035746058421,-2514.2530251355374,-1705.6606587370036,-17177.774964462405,-4972.522396300087,-3069.11638328553,-2195.5794044841427,-17773.275285467535,-5531.748546867787,-3577.8114351422323,-2658.33179377278,-18301.35813430855,-6034.389596644459,-4044.4049325511037,-3091.473161760401,0.0
